Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate ,Concrete compressive strength
337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,24.10 
374.0 ,189.2 ,0.0 ,170.1 ,10.1 ,926.1 ,46.20 
313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,42.80 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,49.20 
425.0 ,106.3 ,0.0 ,151.4 ,18.6 ,936.0 ,46.80 
375.0 ,93.8 ,0.0 ,126.6 ,23.4 ,852.1 ,45.70 
475.0 ,118.8 ,0.0 ,181.1 ,8.9 ,852.1 ,55.60 
469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,54.90 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,49.20 
388.6 ,97.1 ,0.0 ,157.9 ,12.1 ,852.1 ,34.90 
531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,46.90 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,49.20 
318.8 ,212.5 ,0.0 ,155.7 ,14.3 ,852.1 ,33.40 
401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,54.10 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,55.90 
323.7 ,282.8 ,0.0 ,183.8 ,10.3 ,942.7 ,49.80 
379.5 ,151.2 ,0.0 ,153.9 ,15.9 ,1134.3 ,47.10 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,55.90 
286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,38.00 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,55.90 
439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,56.10 
389.9 ,189.0 ,0.0 ,145.9 ,22.0 ,944.7 ,59.09 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,22.90 
337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,35.10 
374.0 ,189.2 ,0.0 ,170.1 ,10.1 ,926.1 ,61.09 
313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,59.80 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,60.29 
425.0 ,106.3 ,0.0 ,151.4 ,18.6 ,936.0 ,61.80 
375.0 ,93.8 ,0.0 ,126.6 ,23.4 ,852.1 ,56.70 
475.0 ,118.8 ,0.0 ,181.1 ,8.9 ,852.1 ,68.30 
469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,66.90 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,60.29 
388.6 ,97.1 ,0.0 ,157.9 ,12.1 ,852.1 ,50.70 
531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,56.40 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,60.29 
318.8 ,212.5 ,0.0 ,155.7 ,14.3 ,852.1 ,55.50 
401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,68.50 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,71.30 
323.7 ,282.8 ,0.0 ,183.8 ,10.3 ,942.7 ,74.70 
379.5 ,151.2 ,0.0 ,153.9 ,15.9 ,1134.3 ,52.20 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,71.30 
286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,67.70 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,71.30 
439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,66.00 
389.9 ,189.0 ,0.0 ,145.9 ,22.0 ,944.7 ,74.50 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,71.30 
337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,49.90 
374.0 ,189.2 ,0.0 ,170.1 ,10.1 ,926.1 ,63.40 
313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,64.90 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,64.30 
425.0 ,106.3 ,0.0 ,151.4 ,18.6 ,936.0 ,64.90 
375.0 ,93.8 ,0.0 ,126.6 ,23.4 ,852.1 ,60.20 
475.0 ,118.8 ,0.0 ,181.1 ,8.9 ,852.1 ,72.30 
469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,69.30 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,64.30 
388.6 ,97.1 ,0.0 ,157.9 ,12.1 ,852.1 ,55.20 
531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,58.80 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,64.30 
318.8 ,212.5 ,0.0 ,155.7 ,14.3 ,852.1 ,66.10 
401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,73.70 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,77.30 
323.7 ,282.8 ,0.0 ,183.8 ,10.3 ,942.7 ,80.20 
379.5 ,151.2 ,0.0 ,153.9 ,15.9 ,1134.3 ,54.90 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,77.30 
286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,72.99 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,77.30 
439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,71.70 
389.9 ,189.0 ,0.0 ,145.9 ,22.0 ,944.7 ,79.40 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,77.30 
337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,59.89 
374.0 ,189.2 ,0.0 ,170.1 ,10.1 ,926.1 ,64.90 
313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,66.60 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,65.20 
425.0 ,106.3 ,0.0 ,151.4 ,18.6 ,936.0 ,66.70 
375.0 ,93.8 ,0.0 ,126.6 ,23.4 ,852.1 ,62.50 
475.0 ,118.8 ,0.0 ,181.1 ,8.9 ,852.1 ,74.19 
469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,70.70 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,65.20 
388.6 ,97.1 ,0.0 ,157.9 ,12.1 ,852.1 ,57.60 
531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,59.20 
425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,65.20 
318.8 ,212.5 ,0.0 ,155.7 ,14.3 ,852.1 ,68.10 
401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,75.50 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,79.30 
379.5 ,151.2 ,0.0 ,153.9 ,15.9 ,1134.3 ,56.50 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,79.30 
286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,76.80 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,79.30 
439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,73.30 
389.9 ,189.0 ,0.0 ,145.9 ,22.0 ,944.7 ,82.60 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,79.30 
337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,67.80 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,11.58 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,24.45 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,24.89 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,29.45 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,40.71 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,10.38 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,22.14 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,22.84 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,27.66 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,34.56 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,12.45 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,24.99 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,25.72 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,33.96 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,37.34 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,15.04 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,21.06 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,26.40 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,35.34 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,40.57 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,12.47 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,20.92 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,24.90 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,34.20 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,39.61 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,10.03 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,20.08 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,24.48 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,31.54 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,35.34 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,9.45 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,22.72 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,28.47 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,38.56 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,40.39 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,10.76 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,25.48 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,21.54 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,28.63 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,33.54 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,7.75 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,17.82 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,24.24 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,32.85 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,39.23 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,18.00 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,30.39 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,45.71 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,50.77 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,53.90 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,13.18 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,17.84 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,40.23 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,47.13 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,49.97 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,13.36 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,22.32 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,24.54 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,31.35 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,40.86 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,19.93 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,25.69 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,30.23 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,39.59 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,44.30 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,13.82 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,24.92 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,29.22 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,38.33 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,42.35 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,13.54 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,26.31 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,31.64 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,42.55 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,42.92 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,13.33 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,25.37 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,37.40 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,44.40 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,47.74 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,19.52 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,31.35 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,38.50 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,45.08 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,47.82 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,15.44 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,26.77 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,33.73 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,42.70 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,45.84 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,17.22 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,29.93 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,29.65 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,36.97 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,43.58 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,13.12 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,24.43 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,32.66 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,36.64 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,44.21 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,13.62 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,21.60 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,27.77 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,35.57 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,45.37 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,7.32 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,21.50 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,31.27 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,43.50 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,48.67 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,7.40 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,23.51 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,31.12 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,39.15 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,48.15 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,22.50 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,34.67 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,34.74 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,45.08 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,48.97 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,23.14 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,41.89 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,48.28 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,51.04 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,55.64 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,22.95 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,35.23 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,39.94 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,48.72 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,52.04 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,21.02 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,33.36 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,33.94 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,44.14 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,45.37 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,15.36 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,28.68 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,30.85 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,42.03 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,51.06 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,21.78 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,42.29 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,50.60 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,55.83 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,60.95 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,23.52 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,42.22 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,52.50 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,60.32 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,66.42 
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,23.80 
